"smelt_ID","smelt_date","smelt_survey","smelt_station","smelt_sal","smelt_secchi","smelt_temp","smelt_lat","smelt_long","zoop_ID","zoop_station","zoop_date","zoop_lat","zoop_long","zoop_sal_avg"
"2012_GES_4226",2012-09-27,"GES","704",0.783283859,0.58,19.6,38.07087,-121.77892,"FMWT 704 2012-09-12","704",2012-09-12,38.07087,-121.77892,0.139968314107529
"2012_GES_4231",2012-09-27,"GES","704",0.173349367,0.62,20.3,38.07087,-121.77892,"FMWT 704 2012-09-12","704",2012-09-12,38.07087,-121.77892,0.139968314107529
"2012_GES_4233",2012-09-27,"GES","704",0.783283859,0.58,19.6,38.07087,-121.77892,"FMWT 704 2012-09-12","704",2012-09-12,38.07087,-121.77892,0.139968314107529
"2012_GES_4240",2012-09-27,"GES","704",0.173349367,0.62,20.3,38.07087,-121.77892,"FMWT 704 2012-09-12","704",2012-09-12,38.07087,-121.77892,0.139968314107529
"2012_GES_4242",2012-09-27,"GES","704",0.783283859,0.58,19.6,38.07087,-121.77892,"FMWT 704 2012-09-12","704",2012-09-12,38.07087,-121.77892,0.139968314107529
"2012_GES_4243",2012-09-27,"GES","704",0.783283859,0.58,19.6,38.07087,-121.77892,"FMWT 704 2012-09-12","704",2012-09-12,38.07087,-121.77892,0.139968314107529
"2012_GES_4244",2012-09-27,"GES","704",0.173349367,0.62,20.3,38.07087,-121.77892,"FMWT 704 2012-09-12","704",2012-09-12,38.07087,-121.77892,0.139968314107529
"2012_GES_4248",2012-09-27,"GES","704",0.783283859,0.58,19.6,38.07087,-121.77892,"FMWT 704 2012-09-12","704",2012-09-12,38.07087,-121.77892,0.139968314107529
"2012_GES_4253",2012-09-27,"GES","704",0.783283859,0.58,19.6,38.07087,-121.77892,"FMWT 704 2012-09-12","704",2012-09-12,38.07087,-121.77892,0.139968314107529
"2016_FMWT_7322",2016-11-07,"FMWT","703",2.568282102,0.660000026,16.89999962,38.06087,-121.79692,"FMWT 704 2016-11-07","704",2016-11-07,38.07087,-121.77892,2.02638829675495
"2016_FMWT_7323",2016-11-07,"FMWT","703",2.568282102,0.660000026,16.89999962,38.06087,-121.79692,"FMWT 704 2016-11-07","704",2016-11-07,38.07087,-121.77892,2.02638829675495
"2016_FMWT_7326",2016-11-07,"FMWT","704",1.989281755,0.569999993,16.79999924,38.07087,-121.77892,"FMWT 704 2016-11-07","704",2016-11-07,38.07087,-121.77892,2.02638829675495
